keyword,doc_1,doc_2,doc_3,doc_4
india,2
officially,1
republic,1
country,3
south,2
asia,1
seventh,1
largest,1
area,1
second,1
populous,2
democracy,1
world,1
bounded,1
indian,1
ocean,1
arabian,1
sea,1
southwest,1
bay,1
bengal,1
southeast,1
